1786610626	84.0	1: 1500Mhz *
1786610646	72.0	1: 1500Mhz *
1786610666	67.0	0: 1000Mhz *
1786610686	68.0	0: 1000Mhz *
1786610706	62.0	0: 1000Mhz *
1786610726	77.0	1: 1500Mhz *
1786610746	78.0	1: 1500Mhz *
1786610766	80.0	1: 1500Mhz *
1786610786	76.0	1: 1500Mhz *
1786610806	80.0	1: 1500Mhz *
1786610826	78.0	1: 1500Mhz *
1786610846	69.0	0: 1000Mhz *
1786610866	70.0	0: 1000Mhz *
1786610886	82.0	1: 1500Mhz *
1786610906	91.0	1: 1500Mhz *
1786610926	69.0	0: 1000Mhz *
1786610946	68.0	0: 1000Mhz *
1786610966	71.0	1: 1500Mhz *
1786610986	89.0	1: 1500Mhz *
1786611006	70.0	0: 1000Mhz *
1786611026	71.0	1: 1500Mhz *
1786611046	66.0	0: 1000Mhz *
1786611066	90.0	1: 1500Mhz *
1786611086	70.0	0: 1000Mhz *
1786611106	77.0	1: 1500Mhz *
1786611126	68.0	0: 1000Mhz *
1786611146	87.0	1: 1500Mhz *
1786611166	76.0	1: 1500Mhz *
1786611186	68.0	0: 1000Mhz *
1786611206	68.0	0: 1000Mhz *
1786611226	90.0	1: 1500Mhz *
1786611246	72.0	1: 1500Mhz *
1786611266	68.0	0: 1000Mhz *
1786611286	69.0	0: 1000Mhz *
1786611306	72.0	1: 1500Mhz *
1786611327	74.0	1: 1500Mhz *
1786611347	67.0	0: 1000Mhz *
1786611367	85.0	1: 1500Mhz *
1786611387	66.0	0: 1000Mhz *
1786611407	76.0	1: 1500Mhz *
1786611427	79.0	1: 1500Mhz *
1786611447	81.0	1: 1500Mhz *
1786611467	79.0	1: 1500Mhz *
1786611487	67.0	0: 1000Mhz *
1786611507	93.0	1: 1500Mhz *
1786611527	72.0	0: 1000Mhz *
1786611547	68.0	0: 1000Mhz *
1786611567	76.0	1: 1500Mhz *
1786611587	83.0	1: 1500Mhz *
1786611607	70.0	0: 1000Mhz *
1786611627	84.0	1: 1500Mhz *
1786611647	69.0	0: 1000Mhz *
1786611667	90.0	1: 1500Mhz *
1786611687	73.0	0: 1000Mhz *
1786611707	68.0	0: 1000Mhz *
1786611727	84.0	1: 1500Mhz *
1786611747	90.0	1: 1500Mhz *
1786611767	74.0	1: 1500Mhz *
1786611787	68.0	0: 1000Mhz *
1786611807	69.0	0: 1000Mhz *
1786611827	86.0	1: 1500Mhz *
1786611847	73.0	1: 1500Mhz *
1786611867	72.0	1: 1500Mhz *
1786611887	69.0	0: 1000Mhz *
1786611907	72.0	1: 1500Mhz *
1786611927	86.0	1: 1500Mhz *
1786611947	87.0	1: 1500Mhz *
1786611967	69.0	0: 1000Mhz *
1786611987	80.0	1: 1500Mhz *
1786612007	72.0	1: 1500Mhz *
1786612027	67.0	0: 1000Mhz *
1786612047	69.0	0: 1000Mhz *
1786612067	64.0	0: 1000Mhz *
1786612087	77.0	1: 1500Mhz *
1786612107	77.0	1: 1500Mhz *
1786612127	81.0	1: 1500Mhz *
1786612147	79.0	1: 1500Mhz *
1786612167	77.0	1: 1500Mhz *
1786612187	86.0	1: 1500Mhz *
1786612207	70.0	0: 1000Mhz *
1786612227	68.0	0: 1000Mhz *
1786612247	87.0	1: 1500Mhz *
1786612267	89.0	1: 1500Mhz *
1786612287	71.0	0: 1000Mhz *
1786612307	68.0	0: 1000Mhz *
1786612327	84.0	1: 1500Mhz *
1786612347	91.0	1: 1500Mhz *
1786612367	85.0	1: 1500Mhz *
1786612387	72.0	1: 1500Mhz *
1786612407	69.0	0: 1000Mhz *
1786612427	71.0	1: 1500Mhz *
1786612447	73.0	1: 1500Mhz *
1786612467	67.0	0: 1000Mhz *
1786612487	68.0	0: 1000Mhz *
1786612507	84.0	1: 1500Mhz *
1786612527	88.0	1: 1500Mhz *
1786612547	68.0	0: 1000Mhz *
1786612567	74.0	1: 1500Mhz *
1786612587	66.0	0: 1000Mhz *
1786612607	73.0	1: 1500Mhz *
1786612627	68.0	0: 1000Mhz *
1786612647	74.0	1: 1500Mhz *
1786612667	66.0	0: 1000Mhz *
1786612687	87.0	1: 1500Mhz *
1786612707	68.0	0: 1000Mhz *
1786612727	71.0	1: 1500Mhz *
1786612747	66.0	0: 1000Mhz *
1786612767	76.0	1: 1500Mhz *
1786612787	78.0	1: 1500Mhz *
1786612807	80.0	1: 1500Mhz *
1786612827	67.0	0: 1000Mhz *
1786612847	76.0	1: 1500Mhz *
1786612867	76.0	1: 1500Mhz *
1786612887	71.0	0: 1000Mhz *
1786612907	74.0	1: 1444Mhz *
1786612927	69.0	0: 1000Mhz *
1786612947	86.0	1: 1500Mhz *
1786612967	90.0	1: 1500Mhz *
1786612987	71.0	1: 1500Mhz *
1786613007	69.0	0: 1000Mhz *
1786613027	91.0	1: 1500Mhz *
1786613047	88.0	1: 1500Mhz *
1786613068	68.0	0: 1000Mhz *
1786613088	69.0	0: 1000Mhz *
1786613108	81.0	1: 1500Mhz *
1786613128	86.0	1: 1500Mhz *
1786613148	68.0	0: 1000Mhz *
1786613168	86.0	1: 1500Mhz *
1786613188	66.0	0: 1000Mhz *
1786613208	85.0	1: 1500Mhz *
1786613228	69.0	0: 1000Mhz *
1786613248	86.0	1: 1500Mhz *
1786613268	67.0	0: 1000Mhz *
1786613288	85.0	1: 1500Mhz *
1786613308	69.0	0: 1000Mhz *
1786613328	87.0	1: 1500Mhz *
1786613348	67.0	0: 1000Mhz *
1786613368	74.0	1: 1500Mhz *
1786613388	68.0	0: 1000Mhz *
1786613408	84.0	1: 1500Mhz *
1786613428	69.0	1: 1500Mhz *
1786613448	76.0	1: 1500Mhz *
1786613468	78.0	1: 1500Mhz *
1786613488	80.0	1: 1500Mhz *
1786613508	82.0	1: 1500Mhz *
1786613528	80.0	1: 1500Mhz *
1786613548	83.0	1: 1500Mhz *
1786613568	76.0	1: 1500Mhz *
1786613588	69.0	0: 1000Mhz *
1786613608	74.0	1: 1500Mhz *
1786613628	66.0	0: 1000Mhz *
1786613648	83.0	1: 1500Mhz *
1786613668	69.0	0: 1000Mhz *
1786613688	69.0	0: 1000Mhz *
1786613708	70.0	1: 1500Mhz *
1786613728	86.0	1: 1500Mhz *
1786613748	69.0	0: 1000Mhz *
1786613768	68.0	0: 1000Mhz *
1786613788	67.0	0: 1000Mhz *
1786613808	89.0	1: 1500Mhz *
1786613828	70.0	0: 1000Mhz *
1786613848	67.0	0: 1000Mhz *
1786613868	70.0	1: 1500Mhz *
1786613888	91.0	1: 1500Mhz *
1786613908	70.0	0: 1000Mhz *
1786613928	84.0	1: 1500Mhz *
1786613948	70.0	1: 1500Mhz *
1786613968	83.0	1: 1500Mhz *
1786613988	76.0	1: 1500Mhz *
1786614008	87.0	1: 1500Mhz *
1786614028	68.0	0: 1000Mhz *
1786614048	80.0	1: 1500Mhz *
1786614068	75.0	1: 1500Mhz *
1786614088	66.0	0: 1000Mhz *
1786614108	68.0	0: 1000Mhz *
1786614128	69.0	1: 1500Mhz *
1786614148	75.0	1: 1500Mhz *
1786614168	80.0	1: 1500Mhz *
1786614188	79.0	1: 1500Mhz *
1786614208	80.0	1: 1500Mhz *
1786614228	75.0	1: 1500Mhz *
1786614248	87.0	1: 1500Mhz *
1786614268	71.0	0: 1000Mhz *
1786614288	68.0	0: 1000Mhz *
1786614308	72.0	1: 1500Mhz *
1786614328	73.0	1: 1500Mhz *
1786614348	73.0	1: 1500Mhz *
1786614368	68.0	0: 1000Mhz *
1786614388	89.0	1: 1500Mhz *
1786614408	73.0	1: 1148Mhz *
1786614428	70.0	0: 1000Mhz *
1786614448	85.0	1: 1500Mhz *
1786614468	69.0	1: 1500Mhz *
1786614488	89.0	1: 1500Mhz *
1786614508	74.0	1: 1500Mhz *
1786614528	72.0	1: 1500Mhz *
1786614548	68.0	0: 1000Mhz *
1786614568	73.0	1: 1500Mhz *
1786614588	75.0	1: 1500Mhz *
1786614608	68.0	0: 1000Mhz *
1786614628	71.0	0: 1000Mhz *
1786614648	70.0	0: 1000Mhz *
1786614668	85.0	1: 1500Mhz *
1786614688	69.0	0: 1000Mhz *
1786614708	68.0	0: 1000Mhz *
1786614728	72.0	1: 1500Mhz *
1786614748	87.0	1: 1500Mhz *
1786614768	68.0	0: 1000Mhz *
1786614788	84.0	1: 1500Mhz *
1786614808	66.0	0: 1000Mhz *
1786614828	76.0	1: 1500Mhz *
1786614849	78.0	1: 1500Mhz *
1786614869	79.0	1: 1500Mhz *
1786614889	67.0	0: 1000Mhz *
1786614909	77.0	1: 1500Mhz *
1786614929	83.0	1: 1500Mhz *
1786614949	72.0	0: 1000Mhz *
1786614969	86.0	1: 1500Mhz *
1786614989	83.0	1: 1500Mhz *
1786615009	72.0	1: 1500Mhz *
1786615029	87.0	1: 1500Mhz *
1786615049	72.0	1: 1500Mhz *
1786615069	70.0	0: 1000Mhz *
1786615089	91.0	1: 1500Mhz *
1786615109	73.0	1: 1500Mhz *
1786615129	68.0	0: 1000Mhz *
1786615149	70.0	0: 1000Mhz *
1786615169	85.0	1: 1500Mhz *
1786615189	85.0	1: 1500Mhz *
1786615209	69.0	0: 1000Mhz *
1786615229	70.0	0: 1000Mhz *
1786615249	81.0	1: 1500Mhz *
1786615269	74.0	1: 1500Mhz *
1786615289	68.0	0: 1000Mhz *
1786615309	78.0	1: 1500Mhz *
1786615329	67.0	0: 1000Mhz *
1786615349	85.0	1: 1500Mhz *
1786615369	69.0	0: 1000Mhz *
1786615389	72.0	1: 1500Mhz *
1786615409	67.0	0: 1000Mhz *
1786615429	88.0	1: 1500Mhz *
1786615449	68.0	0: 1000Mhz *
1786615469	67.0	0: 1000Mhz *
1786615489	67.0	0: 1000Mhz *
1786615509	78.0	1: 1500Mhz *
1786615529	77.0	1: 1500Mhz *
1786615549	80.0	1: 1500Mhz *
1786615569	68.0	0: 1000Mhz *
1786615589	79.0	1: 1500Mhz *
1786615609	88.0	1: 1500Mhz *
1786615629	93.0	1: 1500Mhz *
1786615649	76.0	1: 1500Mhz *
1786615669	70.0	0: 1000Mhz *
1786615689	80.0	1: 1500Mhz *
1786615709	88.0	1: 1500Mhz *
1786615729	68.0	0: 1000Mhz *
1786615749	73.0	1: 1500Mhz *
1786615769	66.0	0: 1000Mhz *
1786615789	88.0	1: 1500Mhz *
1786615809	69.0	0: 1000Mhz *
1786615829	68.0	0: 1000Mhz *
1786615849	70.0	1: 1500Mhz *
1786615869	91.0	1: 1500Mhz *
1786615889	69.0	0: 1000Mhz *
1786615909	67.0	0: 1000Mhz *
1786615929	67.0	0: 1000Mhz *
1786615949	77.0	1: 1500Mhz *
1786615969	70.0	0: 1000Mhz *
1786615989	72.0	1: 1500Mhz *
1786616009	67.0	0: 1000Mhz *
1786616029	91.0	1: 1500Mhz *
1786616049	70.0	0: 1000Mhz *
1786616069	72.0	1: 1500Mhz *
1786616089	67.0	0: 1000Mhz *
1786616109	85.0	1: 1500Mhz *
1786616129	69.0	0: 1000Mhz *
1786616149	67.0	0: 1000Mhz *
1786616169	79.0	1: 1500Mhz *
1786616189	73.0	1: 1500Mhz *
1786616209	75.0	1: 1500Mhz *
1786616229	80.0	1: 1500Mhz *
1786616249	80.0	1: 1500Mhz *
1786616269	80.0	1: 1500Mhz *
1786616289	79.0	1: 1500Mhz *
1786616309	87.0	1: 1500Mhz *
1786616329	69.0	0: 1000Mhz *
1786616349	69.0	0: 1000Mhz *
1786616369	84.0	1: 1500Mhz *
1786616389	75.0	1: 1500Mhz *
1786616409	73.0	1: 1500Mhz *
1786616429	68.0	0: 1000Mhz *
1786616449	88.0	1: 1500Mhz *
1786616469	89.0	1: 1500Mhz *
1786616489	70.0	0: 1000Mhz *
1786616509	84.0	1: 1500Mhz *
1786616529	69.0	1: 1500Mhz *
1786616549	89.0	1: 1500Mhz *
1786616569	74.0	1: 1500Mhz *
1786616589	69.0	0: 1000Mhz *
1786616610	72.0	1: 1340Mhz *
1786616630	88.0	1: 1500Mhz *
1786616650	89.0	1: 1500Mhz *
1786616670	72.0	1: 1500Mhz *
1786616690	69.0	0: 1000Mhz *
1786616710	90.0	1: 1500Mhz *
1786616730	84.0	1: 1500Mhz *
1786616750	85.0	1: 1500Mhz *
1786616770	69.0	0: 1000Mhz *
1786616790	80.0	1: 1500Mhz *
1786616810	73.0	1: 1500Mhz *
1786616830	67.0	0: 1000Mhz *
1786616850	69.0	0: 1000Mhz *
1786616870	68.0	1: 1500Mhz *
1786616890	76.0	1: 1500Mhz *
1786616910	80.0	1: 1500Mhz *
1786616930	79.0	1: 1500Mhz *
1786616950	77.0	1: 1500Mhz *
1786616970	75.0	1: 1500Mhz *
1786616990	71.0	0: 1000Mhz *
1786617010	71.0	0: 1000Mhz *
1786617030	85.0	1: 1500Mhz *
1786617050	69.0	0: 1000Mhz *
1786617070	75.0	1: 1500Mhz *
1786617090	70.0	0: 1000Mhz *
1786617110	69.0	0: 1000Mhz *
1786617130	71.0	0: 1000Mhz *
1786617150	76.0	1: 1500Mhz *
1786617170	71.0	0: 1000Mhz *
1786617190	68.0	0: 1000Mhz *
1786617210	71.0	1: 1500Mhz *
1786617230	85.0	1: 1500Mhz *
1786617250	85.0	1: 1500Mhz *
1786617270	68.0	0: 1000Mhz *
1786617290	66.0	0: 1000Mhz *
1786617310	72.0	1: 1500Mhz *
1786617330	75.0	1: 1500Mhz *
1786617350	68.0	0: 1000Mhz *
1786617370	69.0	0: 1000Mhz *
1786617390	90.0	1: 1500Mhz *
1786617410	89.0	1: 1500Mhz *
1786617430	69.0	0: 1000Mhz *
1786617450	69.0	0: 1000Mhz *
1786617470	85.0	1: 1500Mhz *
1786617490	72.0	1: 1500Mhz *
1786617510	67.0	0: 1000Mhz *
1786617530	69.0	0: 1000Mhz *
1786617550	62.0	0: 1000Mhz *
1786617570	76.0	1: 1500Mhz *
1786617590	79.0	1: 1500Mhz *
1786617610	82.0	1: 1500Mhz *
1786617630	79.0	1: 1500Mhz *
1786617650	80.0	1: 1500Mhz *
1786617670	89.0	1: 1500Mhz *
1786617690	70.0	0: 1000Mhz *
1786617710	74.0	1: 1500Mhz *
1786617730	68.0	0: 1000Mhz *
1786617750	74.0	1: 1500Mhz *
1786617770	85.0	1: 1500Mhz *
1786617790	68.0	0: 1000Mhz *
1786617810	67.0	0: 1000Mhz *
1786617830	88.0	1: 1500Mhz *
1786617850	70.0	0: 1000Mhz *
1786617870	71.0	1: 1500Mhz *
1786617890	67.0	0: 1000Mhz *
1786617910	90.0	1: 1500Mhz *
1786617930	70.0	0: 1000Mhz *
1786617950	84.0	1: 1500Mhz *
1786617970	70.0	1: 1500Mhz *
1786617990	76.0	1: 1500Mhz *
1786618010	85.0	1: 1500Mhz *
1786618030	84.0	1: 1500Mhz *
1786618050	69.0	0: 1000Mhz *
1786618070	81.0	1: 1500Mhz *
1786618090	71.0	0: 1000Mhz *
1786618110	68.0	0: 1000Mhz *
1786618130	70.0	0: 1000Mhz *
1786618150	70.0	0: 1000Mhz *
1786618170	86.0	1: 1500Mhz *
1786618190	67.0	0: 1000Mhz *
1786618210	71.0	1: 1500Mhz *
1786618230	65.0	0: 1000Mhz *
1786618250	77.0	1: 1500Mhz *
1786618270	78.0	1: 1500Mhz *
1786618290	81.0	1: 1500Mhz *
1786618310	79.0	1: 1500Mhz *
1786618330	66.0	0: 1000Mhz *
1786618351	74.0	1: 1500Mhz *
1786618371	71.0	0: 1000Mhz *
1786618391	68.0	0: 1000Mhz *
1786618411	67.0	0: 1000Mhz *
1786618431	90.0	1: 1500Mhz *
1786618451	89.0	1: 1500Mhz *
1786618471	71.0	1: 1500Mhz *
1786618491	69.0	0: 1000Mhz *
1786618511	76.0	1: 1500Mhz *
1786618531	87.0	1: 1500Mhz *
1786618551	68.0	0: 1000Mhz *
1786618571	69.0	0: 1000Mhz *
1786618591	80.0	1: 1500Mhz *
1786618611	75.0	1: 1500Mhz *
1786618631	68.0	0: 1000Mhz *
1786618651	73.0	1: 1500Mhz *
1786618671	67.0	0: 1000Mhz *
1786618691	78.0	1: 1500Mhz *
1786618711	68.0	0: 1000Mhz *
1786618731	87.0	1: 1500Mhz *
1786618751	67.0	0: 1000Mhz *
1786618771	75.0	1: 1500Mhz *
1786618791	69.0	0: 1000Mhz *
1786618811	72.0	1: 1500Mhz *
1786618831	83.0	1: 1500Mhz *
1786618851	86.0	1: 1500Mhz *
1786618871	69.0	0: 1000Mhz *
1786618891	67.0	0: 1000Mhz *
1786618911	70.0	1: 1500Mhz *
1786618931	74.0	1: 1500Mhz *
1786618951	78.0	1: 1500Mhz *
1786618971	80.0	1: 1500Mhz *
1786618991	72.0	1: 1500Mhz *
1786619011	77.0	1: 1500Mhz *
1786619031	75.0	1: 1500Mhz *
1786619051	90.0	1: 1500Mhz *
1786619071	69.0	0: 1000Mhz *
1786619091	70.0	0: 1000Mhz *
1786619111	85.0	1: 1500Mhz *
1786619131	88.0	1: 1500Mhz *
1786619151	68.0	0: 1000Mhz *
1786619171	73.0	1: 1500Mhz *
1786619191	66.0	0: 1000Mhz *
1786619211	86.0	1: 1500Mhz *
1786619231	69.0	0: 1000Mhz *
1786619251	73.0	1: 1500Mhz *
1786619271	67.0	0: 1000Mhz *
1786619291	88.0	1: 1500Mhz *
1786619311	69.0	0: 1000Mhz *
1786619331	77.0	1: 1500Mhz *
1786619351	68.0	0: 1000Mhz *
1786619371	90.0	1: 1500Mhz *
1786619391	69.0	0: 1000Mhz *
1786619411	86.0	1: 1500Mhz *
1786619431	67.0	0: 1000Mhz *
1786619451	78.0	1: 1500Mhz *
1786619471	86.0	1: 1500Mhz *
1786619491	68.0	0: 1000Mhz *
1786619511	66.0	0: 1000Mhz *
1786619531	86.0	1: 1500Mhz *
1786619551	72.0	1: 1500Mhz *
1786619571	67.0	0: 1000Mhz *
1786619591	77.0	1: 1500Mhz *
1786619611	72.0	1: 1500Mhz *
1786619631	76.0	1: 1500Mhz *
1786619651	77.0	1: 1500Mhz *
1786619671	80.0	1: 1500Mhz *
1786619691	73.0	1: 1500Mhz *
1786619711	79.0	1: 1500Mhz *
1786619731	75.0	1: 1500Mhz *
1786619751	69.0	0: 1000Mhz *
1786619771	71.0	0: 1000Mhz *
1786619791	67.0	0: 1000Mhz *
1786619811	88.0	1: 1500Mhz *
1786619831	68.0	0: 1000Mhz *
1786619851	73.0	1: 1500Mhz *
1786619871	66.0	0: 1000Mhz *
1786619891	80.0	1: 1500Mhz *
1786619911	69.0	0: 1000Mhz *
1786619931	69.0	0: 1000Mhz *
1786619951	83.0	1: 1500Mhz *
1786619971	91.0	1: 1500Mhz *
1786619991	69.0	0: 1000Mhz *
1786620011	84.0	1: 1500Mhz *
1786620031	67.0	0: 1000Mhz *
1786620051	80.0	1: 1500Mhz *
1786620071	89.0	1: 1500Mhz *
1786620091	68.0	0: 1000Mhz *
1786620111	72.0	0: 1000Mhz *
1786620132	78.0	1: 1500Mhz *
1786620152	70.0	0: 1000Mhz *
1786620172	72.0	1: 1500Mhz *
1786620192	67.0	0: 1000Mhz *
1786620212	71.0	1: 1500Mhz *
1786620232	72.0	1: 1500Mhz *
1786620252	67.0	0: 1000Mhz *
1786620272	68.0	0: 1000Mhz *
1786620292	69.0	1: 1500Mhz *
1786620312	77.0	1: 1500Mhz *
1786620332	80.0	1: 1500Mhz *
1786620352	83.0	1: 1500Mhz *
1786620372	74.0	1: 1500Mhz *
1786620392	80.0	1: 1500Mhz *
1786620412	79.0	1: 1500Mhz *
1786620432	69.0	0: 1000Mhz *
1786620452	82.0	1: 1500Mhz *
1786620472	67.0	0: 1000Mhz *
1786620492	75.0	1: 1500Mhz *
1786620512	70.0	0: 1000Mhz *
1786620532	73.0	1: 1500Mhz *
1786620552	67.0	0: 1000Mhz *
1786620572	91.0	1: 1500Mhz *
1786620592	69.0	0: 1000Mhz *
1786620612	72.0	1: 1500Mhz *
1786620632	66.0	0: 1000Mhz *
1786620652	74.0	1: 1500Mhz *
1786620672	70.0	0: 1000Mhz *
1786620692	68.0	0: 1000Mhz *
1786620712	71.0	1: 1500Mhz *
1786620732	80.0	1: 1500Mhz *
1786620752	73.0	1: 1500Mhz *
1786620772	67.0	0: 1000Mhz *
1786620792	88.0	1: 1500Mhz *
1786620812	78.0	1: 1500Mhz *
1786620832	74.0	1: 1500Mhz *
1786620852	68.0	0: 1000Mhz *
1786620872	90.0	1: 1500Mhz *
1786620892	88.0	1: 1500Mhz *
1786620912	86.0	1: 1500Mhz *
1786620932	68.0	0: 1000Mhz *
1786620952	65.0	0: 1000Mhz *
1786620972	75.0	1: 1500Mhz *
1786620992	76.0	1: 1500Mhz *
1786621012	81.0	1: 1500Mhz *
1786621032	81.0	1: 1500Mhz *
1786621052	80.0	1: 1500Mhz *
1786621072	73.0	1: 1500Mhz *
1786621092	87.0	1: 1500Mhz *
1786621112	69.0	0: 1000Mhz *
1786621132	70.0	0: 1000Mhz *
1786621152	82.0	1: 1500Mhz *
1786621172	77.0	1: 1500Mhz *
1786621192	69.0	0: 1000Mhz *
1786621212	71.0	1: 1500Mhz *
1786621232	77.0	1: 1500Mhz *
1786621252	75.0	1: 1500Mhz *
1786621272	70.0	0: 1000Mhz *
1786621292	67.0	0: 1000Mhz *
1786621312	70.0	1: 1500Mhz *
1786621332	77.0	1: 1500Mhz *
1786621352	86.0	1: 1500Mhz *
1786621372	68.0	0: 1000Mhz *
1786621392	84.0	1: 1500Mhz *
1786621412	88.0	1: 1500Mhz *
1786621432	70.0	0: 1000Mhz *
1786621452	86.0	1: 1500Mhz *
1786621472	70.0	1: 1500Mhz *
1786621492	74.0	1: 1500Mhz *
1786621512	73.0	1: 1500Mhz *
1786621532	68.0	0: 1000Mhz *
1786621552	84.0	1: 1500Mhz *
1786621572	85.0	1: 1500Mhz *
1786621592	80.0	1: 1500Mhz *
1786621612	83.0	1: 1500Mhz *
1786621632	68.0	0: 1000Mhz *
1786621652	63.0	0: 1000Mhz *
1786621672	76.0	1: 1500Mhz *
1786621692	79.0	1: 1500Mhz *
1786621712	81.0	1: 1500Mhz *
1786621732	82.0	1: 1500Mhz *
1786621752	80.0	1: 1500Mhz *
1786621772	81.0	1: 1500Mhz *
1786621792	70.0	0: 1000Mhz *
1786621812	85.0	1: 1500Mhz *
1786621832	69.0	0: 1000Mhz *
1786621852	75.0	1: 1500Mhz *
1786621872	70.0	0: 1000Mhz *
1786621892	71.0	1: 1376Mhz *
1786621913	68.0	0: 1000Mhz *
1786621933	76.0	1: 1500Mhz *
1786621953	74.0	1: 1500Mhz *
1786621973	68.0	0: 1000Mhz *
1786621993	87.0	1: 1500Mhz *
1786622013	76.0	1: 1500Mhz *
1786622033	70.0	0: 1000Mhz *
1786622053	84.0	1: 1500Mhz *
1786622073	68.0	0: 1000Mhz *
1786622093	73.0	1: 1500Mhz *
1786622113	89.0	1: 1500Mhz *
1786622133	71.0	1: 1500Mhz *
1786622153	68.0	0: 1000Mhz *
1786622173	88.0	1: 1500Mhz *
1786622193	89.0	1: 1500Mhz *
1786622213	69.0	0: 1000Mhz *
1786622233	69.0	0: 1000Mhz *
1786622253	72.0	1: 1500Mhz *
1786622273	74.0	1: 1500Mhz *
1786622293	67.0	0: 1000Mhz *
1786622313	69.0	0: 1000Mhz *
1786622333	65.0	0: 1000Mhz *
1786622353	79.0	1: 1500Mhz *
1786622373	77.0	1: 1500Mhz *
1786622393	83.0	1: 1500Mhz *
1786622413	79.0	1: 1500Mhz *
1786622433	76.0	1: 1500Mhz *
1786622453	74.0	0: 1000Mhz *
1786622473	70.0	0: 1000Mhz *
1786622493	74.0	1: 1500Mhz *
1786622513	68.0	0: 1000Mhz *
1786622533	85.0	1: 1500Mhz *
1786622553	70.0	0: 1000Mhz *
1786622573	83.0	1: 1500Mhz *
1786622593	70.0	1: 1500Mhz *
1786622613	75.0	1: 1500Mhz *
